heart_rate,mean_hr,mean_rr,median_rr,sdnn,rmssd,sdsd,nn20,nn50,pnn20,pnn50,cvnn,rr_variance,rr_range,lf_power,hf_power,total_power,lf_hf_ratio,lf_nu,hf_nu,peak_frequency,spectral_entropy,psd_mean,psd_std,ecg_wav_energy_L0,ecg_wav_energy_L1,ecg_wav_energy_L2,ecg_wav_energy_L3,ecg_wav_energy_L4,ppg_wav_energy_L0,ppg_wav_energy_L1,ppg_wav_energy_L2,ppg_wav_energy_L3,ppg_wav_energy_L4,ecg_app_entropy,ecg_svd_entropy,ecg_spectral_entropy,ecg_higuchi_fd,ecg_katz_fd,ecg_detrended_fluctuation,ecg_sampen,ecg_perm_entropy,ecg_hjorth_mobility,ecg_hjorth_complexity,ppg_sampen,ppg_perm_entropy,ppg_hjorth_mobility,ppg_hjorth_complexity,ecg_mean,ecg_std,ppg_mean,ppg_std,ppg_min,ppg_max,pulse_rate,pulse_interval_mean,pulse_interval_std,pulse_amplitude,pulse_amplitude_std,ppg_variance,ppg_rms,ppg_skewness,ppg_kurtosis,ppg_iqr,ppg_energy,ppg_dominant_freq,ppg_bandpower,ppg_spectral_entropy,ppg_app_entropy,ppg_svd_entropy,ppg_higuchi_fd,ppg_katz_fd,ppg_dfa,ecg_hjorth_activity,ppg_hjorth_activity,baevsky_index,ecg_sqi,ppg_sqi,subject,label,resp_rate_mean,resp_rate_std,resp_interval_cv,resp_interval_iqr,resp_amplitude_std,resp_amplitude_skew,resp_amplitude_kurtosis
97.78373121,97.78373121,726.7944251,767.8571429,252.3960402,340.1679516,340.0235157,78,75,0.962962963,0.925925926,0.347272945,63703.76112,871.4285714,0.000431333,0.003998505,0.004429838,0.107873552,0.097369914,0.902630064,0.6875,4.454803032,0.030993538,0.029429387,169.1095253,6.03841957,5.330041317,1.091157299,0.147997368,16408231.4,8153.120155,3316.53051,879.1265049,1156.389183,0.168696032,0.583948746,0.356351512,1.229913184,2.57661751,0.963272696,0.114956498,0.779828603,0.154235911,5.18796206,0.029627879,0.3793006,0.024282075,46.77280986,-0.033186922,0.056724092,-0.499025108,19.75489094,-54.18012205,40.88026223,65.7171248,0.953387097,0.188265398,22.89703978,6.047960253,390.2557159,19.76119283,-0.608153317,-0.551761981,30.30943077,16401199.16,0.68359375,432.9918523,2.184684223,0.040266754,0.173429814,1.001525246,1.835691104,1.445846838,0.003217623,390.2557159,7.71e-06,1.383333333,1.05,4,4,17.09877614914524,4.084098874505944,0.23835342465320275,0.9571428571428573,2.708489752509058,0.16000010673684967,-0.2280487689438031
94.35428803,94.35428803,736.1964286,808.5714286,235.9962538,308.2539724,308.1446272,71,66,0.898734177,0.835443038,0.32056153,55694.23182,854.2857143,0.003605669,0.007248262,0.010853931,0.497452951,0.332199386,0.667800605,0.125,4.662004659,0.025691007,0.017922646,174.4056633,6.383562651,5.453492275,1.135765977,0.154949083,16357556.49,8376.074196,3520.132804,915.3505944,1161.030769,0.161773435,0.583701999,0.357399666,1.222333151,2.655079983,0.977302452,0.11073276,0.762094101,0.154760756,5.16152633,0.030406973,0.384796081,0.02458917,45.71909792,-0.034103192,0.057444746,0.299843148,19.72030472,-67.45660507,41.72956254,72.18863702,0.882345416,0.195229381,22.88658539,5.324329571,388.8904184,19.72258412,-0.740706519,-0.343421935,29.71797309,16337173.62,1.3671875,410.2284019,2.270254717,0.042863292,0.17517899,1.001703298,1.876183659,1.438984963,0.003299899,388.8904184,7.28e-06,1.35,1.133333333,4,4,17.09877614914524,4.084098874505944,0.23835342465320275,0.9571428571428573,2.708489752509058,0.16000010673684967,-0.2280487689438031
86.45691577,86.45691577,777.8947368,818.5714286,217.8806808,279.6612625,279.6598296,64,56,0.853333333,0.746666667,0.280090185,47471.99107,911.4285714,0.002008722,0.003214282,0.005223004,0.624936564,0.384591361,0.61540862,0.5,4.311918258,0.025061349,0.026284563,183.2131068,6.793452551,5.335481748,1.082688281,0.180185945,24333098.7,9252.230617,2625.846064,1142.38978,944.7485006,0.170536322,0.583748743,0.362389282,1.23107971,2.439617354,0.988280623,0.119056381,0.770968103,0.155135458,5.305357441,0.026677684,0.396142902,0.022880273,41.8889656,-0.035604966,0.058349286,1.00130722,24.03401871,-116.9343058,117.1087814,76.18839027,0.888376623,0.346507702,27.27935405,20.89742376,577.6340553,24.05486794,0.063298789,4.26798691,28.8236812,24302740.2,1.3671875,537.7685771,2.44592077,0.043486225,0.164303467,1.004065242,1.67082313,1.457813578,0.003404639,577.6340553,8.46e-06,1.283333333,1.116666667,4,4,17.09877614914524,4.084098874505944,0.23835342465320275,0.9571428571428573,2.708489752509058,0.16000010673684967,-0.2280487689438031
79.76167928,79.76167928,821.3888889,829.2857143,206.4903478,255.2638705,255.2450632,63,54,0.887323944,0.76056338,0.251391698,42638.26373,918.5714286,0.001098356,0.003385237,0.004483593,0.324454629,0.244972249,0.755027729,0.1875,4.499041314,0.01791542,0.016729103,184.7252972,6.858614434,5.154409166,1.060601144,0.208136926,40200646.02,21784.07224,7713.726157,2007.85056,2791.303803,0.184896865,0.585105039,0.364887742,1.241491841,2.661711334,0.994288211,0.12260392,0.798024756,0.153794605,5.560340503,0.025642559,0.398570671,0.025731903,40.29509098,-0.03514119,0.058942965,0.478342123,30.94500329,-116.9343058,117.1087814,68.57491839,1.02317734,0.474039348,39.10941978,33.61504402,957.5932287,30.94870013,0.242540995,2.825006487,31.73291443,40228525.68,0.68359375,885.5361863,2.621114876,0.044616215,0.181187576,1.005019948,1.776752098,1.438293708,0.003474273,957.5932287,3.16e-06,1.216666667,0.983333333,4,4,17.09877614914524,4.084098874505944,0.23835342465320275,0.9571428571428573,2.708489752509058,0.16000010673684967,-0.2280487689438031
80.95241947,80.95241947,825.7142857,875.7142857,219.2524922,280.2946239,280.2642728,65,58,0.915492958,0.816901408,0.2655307,48071.65533,867.1428571,0.002289213,0.0079372,0.010226412,0.288415631,0.223852943,0.776147047,0.25,4.487862659,0.021966157,0.019303004,177.6564801,6.496326945,5.205205599,1.038017657,0.168813774,33057422.66,19875.328,7876.588514,1704.493294,2820.69349,0.164311037,0.575254902,0.358147943,1.224759808,2.408278712,0.990278326,0.104589478,0.785107675,0.149147893,5.515455604,0.02764627,0.383474382,0.026384559,41.52854526,-0.03338421,0.058286794,0.010742384,28.06144617,-116.9108132,117.0009861,66.49503672,0.968833333,0.279226884,34.3462484,27.67172268,787.4447613,28.06144823,0.046508778,2.406499556,32.84681414,33072684.82,0.68359375,778.2745462,2.536853131,0.043202018,0.185160404,1.003752907,1.725691342,1.433924308,0.00339735,787.4447613,6.17e-06,1.216666667,1.016666667,4,4,17.09877614914524,4.084098874505944,0.23835342465320275,0.9571428571428573,2.708489752509058,0.16000010673684967,-0.2280487689438031
75.3612792,75.3612792,873.5084034,927.8571429,197.765949,263.0230889,263.0229843,60,47,0.895522388,0.701492537,0.226404175,39111.37058,865.7142857,0.003754841,0.007084732,0.010839573,0.529990488,0.346401165,0.653598825,1.6875,4.377259698,0.021472547,0.021431239,170.5646518,5.607867652,5.757112186,0.929966687,0.133372818,18504007.09,8566.586299,2809.721158,946.6036079,1313.606114,0.137267927,0.56778764,0.35689159,1.205947227,2.606747071,0.972025507,0.088701199,0.760842699,0.146980106,5.286773878,0.02831355,0.372357527,0.023807092,47.1495539,-0.032422089,0.057464532,-0.390247022,20.97135098,-93.20270765,65.91939862,66.62170786,0.968594848,0.263540057,24.12595992,7.85494884,439.7975619,20.97498164,-0.608206466,-0.239598276,32.02177132,18477893.89,0.68359375,467.8229919,2.164713889,0.039542863,0.170728065,1.002433216,1.692565052,1.431703016,0.003302172,439.7975619,5.64e-06,1.15,1.033333333,4,4,17.09877614914524,4.084098874505944,0.23835342465320275,0.9571428571428573,2.708489752509058,0.16000010673684967,-0.2280487689438031
68.75051943,68.75051943,912.4395604,938.5714286,147.0863485,189.056718,189.0471972,54,35,0.84375,0.546875,0.161201196,21634.39391,864.2857143,0.000741161,0.001641609,0.00238277,0.451484483,0.311050162,0.688949797,0.8125,4.679520718,0.009665071,0.007585449,171.5252175,5.607137154,5.710239619,0.957067797,0.138846323,17788818.1,11442.23225,3126.369103,1293.137173,1495.418631,0.135796673,0.567353623,0.354311565,1.203660537,2.600064828,0.973512675,0.089848292,0.754517027,0.146168429,5.333019519,0.028250486,0.381606883,0.025715953,45.37862072,-0.032116407,0.057837363,0.40520751,20.58310949,-93.20270765,65.91939862,66.63641991,0.959677419,0.224083889,24.08714552,8.183236053,423.6643962,20.58709764,-0.643707064,-0.041006836,30.199394,17800800.75,0.68359375,461.1176698,2.181286539,0.04103814,0.181525118,1.002667027,1.766858412,1.440693333,0.003345161,423.6643962,7.02e-06,1.1,1.05,4,4,17.09877614914524,4.084098874505944,0.23835342465320275,0.9571428571428573,2.708489752509058,0.16000010673684967,-0.2280487689438031
71.14679273,71.14679273,893.2900433,926.4285714,162.568661,203.3858611,203.3565887,60,43,0.923076923,0.661538462,0.181988663,26428.56955,838.5714286,0.000431095,0.006833028,0.007264123,0.063089899,0.059345779,0.940654207,0.3125,4.358608282,0.014464735,0.014456539,170.3456111,5.63021352,5.6028686,0.981013119,0.138874502,18027671.85,10711.73719,4294.309859,1648.943827,1851.066612,0.135545753,0.568325966,0.351626198,1.205824524,2.3592568,0.975711493,0.089220103,0.754587475,0.145783795,5.34334788,0.027598699,0.379499528,0.027748017,43.08927808,-0.031421992,0.057924641,1.055925141,20.67614182,-60.36499735,46.032027,64.70782929,0.971288056,0.225703421,24.83005646,5.337794359,427.5028406,20.70308717,-0.680369649,-0.464159519,30.8344209,18001948.38,0.68359375,466.9665621,2.232812705,0.041684698,0.19254625,1.003894126,1.801092038,1.422924999,0.003355264,427.5028406,6.03e-06,1.116666667,1.033333333,4,4,17.09877614914524,4.084098874505944,0.23835342465320275,0.9571428571428573,2.708489752509058,0.16000010673684967,-0.2280487689438031
74.4358183,74.4358183,875.6503198,914.2857143,182.9030181,221.4582441,221.4196519,60,45,0.909090909,0.681818182,0.208876779,33453.51403,792.8571429,0.004479023,0.004651164,0.009130186,0.962989683,0.490572972,0.509427017,0.125,4.353235314,0.019934256,0.021394491,165.7637983,5.593827416,5.487572971,0.927046834,0.145163075,19386289.67,12109.92337,3928.48834,1334.246374,1856.766543,0.143601317,0.577114535,0.354949685,1.210367901,2.53325985,0.975005216,0.094936238,0.751021452,0.150035167,5.245317717,0.027186579,0.374439918,0.026523189,44.16225875,-0.031670897,0.056808967,0.717869242,21.47651824,-57.95775094,34.78028389,66.0303737,0.940680272,0.163213172,25.25034253,3.826255911,461.2408356,21.48851256,-0.714480525,-0.609281125,33.1885327,19393759.22,0.68359375,524.2917662,2.213963417,0.041223669,0.1859609,1.003135297,1.875861682,1.427265963,0.003227259,461.2408356,8.36e-06,1.133333333,1.066666667,4,4,17.09877614914524,4.084098874505944,0.23835342465320275,0.9571428571428573,2.708489752509058,0.16000010673684967,-0.2280487689438031
142.7544566,142.7544566,452.987013,416.4285714,135.6885889,194.138359,194.1303208,124,117,0.946564885,0.893129771,0.299541896,18411.39315,707.1428571,0.000729983,0.001983213,0.002713197,0.368081183,0.269049226,0.730950737,0.4375,4.869211724,0.009596844,0.004902816,113.6292913,4.433296295,2.899062374,1.68129321,0.794129723,66467125.77,479633.6012,150539.1111,89837.37422,26621.42633,0.379588668,0.791218287,0.450819012,1.258615383,2.994314034,0.968775384,0.240996087,0.760719919,0.229471881,5.726054196,0.094051751,0.426367557,0.07059948,14.72899528,-0.022658557,0.049195512,3.027032888,39.73237664,-82.26448334,84.29782191,105.0322791,0.683809524,0.365885163,68.30779371,20.38534921,1578.661753,39.84751788,-0.023961139,-0.66159787,55.22473995,66688636.62,1.3671875,1451.752427,3.747509722,0.131696496,0.387957061,1.031618914,2.092392209,1.19698816,0.002420198,1578.661753,2.35e-05,2.216666667,1.466666667,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
140.4701633,140.4701633,461.4174972,418.5714286,141.1095203,211.0514856,211.0377171,126,120,0.984375,0.9375,0.305817446,19911.89673,707.1428571,0.000882388,0.001142978,0.002025367,0.772007877,0.435668423,0.564331528,1.9375,4.807962967,0.010688057,0.0067982,112.2242358,2.964921895,2.078578698,1.397978114,0.539955354,63365933.16,301193.7517,56324.36979,34946.58761,12217.06342,0.274416227,0.727758096,0.407973381,1.220785274,2.547881745,0.962428236,0.164975345,0.759617889,0.200799697,6.275244699,0.07027776,0.424902886,0.049603826,20.8935663,-0.023234526,0.04792381,1.149783506,38.92011894,-82.26448334,84.29782191,104.0343576,0.68654485,0.315105655,62.03143623,21.18959065,1514.775658,38.93709877,-0.008012934,-0.743757255,56.9767395,63676101.74,1.3671875,1436.994292,3.183899783,0.09470022,0.300193331,1.022395743,2.15461252,1.279785667,0.002296692,1514.775658,3.12e-05,2.166666667,1.45,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
139.9436178,139.9436178,455.7692308,436.4285714,121.8346673,198.2628641,198.2457833,128,123,0.992248062,0.953488372,0.26731657,14843.68615,520.0,0.000478888,0.000890696,0.001369584,0.537656134,0.349659538,0.650340389,1.9375,4.41978403,0.007038439,0.008124916,114.2178813,2.689058293,1.94730994,1.283526403,0.467297237,44105038.86,94017.49891,29237.13742,13779.61801,4759.352464,0.246810114,0.702851796,0.391008445,1.216765411,2.451144687,0.963074735,0.152589097,0.765180751,0.188705407,6.493515577,0.047889918,0.406442785,0.039863769,25.55584907,-0.022820323,0.048256021,-0.062041002,32.38423939,-82.26450605,84.28902423,94.70179279,0.807876448,0.531119302,50.64245917,23.87959387,1048.738961,32.38429882,0.032053027,-0.136929548,39.71342064,44047198.02,1.3671875,999.4940889,2.875245335,0.074525883,0.254406549,1.017814993,1.888382989,1.332419426,0.002328644,1048.738961,4.89e-05,2.183333333,1.25,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
139.729694,139.729694,450.530303,456.4285714,103.6593007,183.6444508,183.6437657,130,129,0.992366412,0.984732824,0.23008286,10745.25063,462.8571429,0.000601058,0.000321656,0.000922714,1.868633162,0.651401924,0.348597967,2.0,4.090071051,0.006245304,0.009392655,104.2447191,2.215476017,1.946663368,1.154961371,0.483695367,30037755.94,11703.87897,6875.146724,2500.341464,1573.026929,0.230422006,0.717138184,0.398954224,1.223018664,2.681980833,0.966197415,0.147537135,0.777028778,0.195105282,6.289685311,0.033695832,0.380217121,0.024066928,42.59693044,-0.021879557,0.046266568,-1.68309416,26.53428154,-82.26450605,84.28006161,76.4931999,0.854575569,0.230310617,31.86533877,16.04920481,704.0680966,26.58760806,-0.310892704,-0.173837254,37.15087356,29689837.91,1.3671875,712.9564908,2.142899079,0.044264626,0.171507639,1.004085381,1.691152199,1.437628615,0.002140595,704.0680966,4.83e-05,2.216666667,1.166666667,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
138.7993193,138.7993193,457.1537623,461.4285714,112.6633064,198.3273858,198.3251341,128,127,0.984615385,0.976923077,0.246445104,12693.0206,524.2857143,0.000297719,0.000213638,0.000511357,1.393567849,0.58221364,0.417786165,2.0,3.728532776,0.006329709,0.011271176,107.3744638,2.389620048,1.984748441,1.195401836,0.447634477,40193459.58,14136.59576,4952.606312,2500.191511,1562.495216,0.250252453,0.710724972,0.403703393,1.237575417,2.465333793,0.961152927,0.160136871,0.784774257,0.191911431,6.341961399,0.031906137,0.370721721,0.022064642,43.55744402,-0.021999603,0.046981239,-2.108543052,30.85680469,-82.05467482,83.95534662,71.19512313,0.865315126,0.12731502,35.60991355,13.00599235,952.1423957,30.9287625,-0.406236567,-0.817117834,50.88512155,40176710.68,1.3671875,1022.302616,2.136494324,0.042525475,0.159458806,1.004761236,1.84708165,1.433184905,0.002207237,952.1423957,4.42e-05,2.2,1.15,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
137.5852271,137.5852271,464.2967885,467.1428571,121.1883489,206.1541599,206.154,127,123,0.9921875,0.9609375,0.261014834,14686.61592,538.5714286,0.000491354,0.000573865,0.001065219,0.856217798,0.461270116,0.538729791,1.9375,4.390355921,0.00757198,0.008060062,106.7446462,3.378152959,2.679481312,1.526470177,0.455124359,35268242.42,43825.07486,10857.83621,6124.618263,3912.78003,0.397996787,0.736847668,0.424902361,1.312817441,2.734900685,0.938656617,0.278235746,0.775164628,0.205147562,5.731842828,0.039339245,0.384938319,0.035072173,29.94812035,-0.022617007,0.04710033,-1.664819684,28.91806865,-82.2586874,84.30636709,76.47620086,0.860252101,0.278593723,37.85092855,21.00781465,836.2546942,28.96595102,-0.170097127,-0.198699912,42.00680708,35239105.39,1.3671875,868.3414024,2.605313344,0.060463171,0.23063325,1.013506137,1.846494996,1.356621123,0.002218441,836.2546942,2.67e-05,2.166666667,1.15,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
138.7546984,138.7546984,458.043956,468.5714286,115.4164038,201.2324391,201.2303399,127,121,0.984496124,0.937984496,0.251976698,13320.94626,545.7142857,0.000168874,0.000384272,0.000553147,0.439465684,0.305297784,0.694702035,1.9375,3.696786639,0.005868936,0.011556535,98.30102011,4.369693886,3.496250283,1.620721953,0.517979894,29578643.35,77391.97123,16198.62968,5950.646681,5151.291652,0.500556829,0.779880155,0.456970392,1.35249764,2.949291831,0.915641635,0.387453394,0.763117804,0.229110942,5.079443173,0.040275698,0.396991428,0.042910064,23.66867372,-0.023079966,0.045129073,-0.026473306,26.54845831,-82.2586874,84.30636709,82.22911077,0.849,0.330176148,39.94765882,27.32789299,704.8206387,26.54847151,0.245929656,0.654432498,35.29728974,29602496.26,1.3671875,633.8560273,3.064303195,0.078127665,0.269018858,1.021267906,1.951472189,1.323784338,0.002036633,704.8206387,3.74e-05,2.183333333,1.183333333,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
135.598937,135.598937,470.5061867,482.8571429,121.7369244,208.0445618,208.0171247,124,119,0.984126984,0.944444444,0.258736076,14819.87876,572.8571429,0.000200656,0.000364339,0.000564995,0.550739325,0.355146295,0.644853528,1.9375,4.031617666,0.006468201,0.009816891,96.26500888,4.093960965,3.256308211,1.360399089,0.526736573,32834311.72,72960.60907,17595.77358,6134.268581,5275.414038,0.481570189,0.76848361,0.453350854,1.338016432,2.849689331,0.94426835,0.379402845,0.760593456,0.223107591,5.241030916,0.044525151,0.40216131,0.041406974,23.54309739,-0.022747786,0.044630276,1.706871212,27.92767019,-82.24443459,84.27807508,88.47533589,0.876869748,0.600998881,46.3897137,27.46051172,779.9547624,27.97978148,0.175800908,0.547048337,33.81961291,32880463.21,1.3671875,704.7625228,3.15183334,0.076445764,0.260833671,1.016222273,1.930306361,1.329742213,0.001991862,779.9547624,5.17e-05,2.133333333,1.15,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
131.1384738,131.1384738,491.7945691,502.8571429,135.6021445,216.5440522,216.5105403,120,117,1.0,0.975,0.275729244,18387.94161,537.1428571,0.00099656,0.001586082,0.002582642,0.628315821,0.385868523,0.614131438,1.875,4.53244,0.009908037,0.009364769,97.4179269,3.550415928,2.938255624,1.275528226,0.508091175,30597012.83,67342.31291,15364.75225,6271.331652,4956.654861,0.446221069,0.753230098,0.434116545,1.323349099,2.84502998,0.952968754,0.351498423,0.759413468,0.21442286,5.527210877,0.043602849,0.415751137,0.040637448,24.98135342,-0.022369519,0.044847201,1.184060612,26.79696327,-82.25887866,84.2965587,90.4415943,0.79980695,0.367078651,41.33006872,25.35677394,718.0772404,26.82311018,0.106489462,0.973716909,30.7127715,30218128.08,0.68359375,666.9291961,3.071450758,0.066647544,0.257935037,1.010593062,1.763197756,1.341318957,0.002011271,718.0772404,3.86e-05,2.033333333,1.25,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
135.9031255,135.9031255,472.8798186,455.0,130.8098153,204.3128054,204.300147,122,121,0.976,0.968,0.276623806,17111.20778,501.4285714,0.000294279,0.000761374,0.001055654,0.386510401,0.278764877,0.721235029,1.875,4.387160957,0.007874868,0.009877145,100.2651912,3.323628071,2.773636439,1.269816694,0.447742958,22436671.0,38419.60159,16292.99873,6952.778451,2746.953131,0.400285281,0.742448496,0.427121324,1.305315406,2.928825681,0.932368799,0.305203638,0.76186955,0.210230436,5.66605658,0.040678217,0.414248904,0.039012415,27.2874487,-0.023089601,0.045153095,-0.127218195,23.06806649,-82.25887866,84.2965587,84.68725941,0.795405405,0.229346811,32.48104101,20.06907969,532.1356917,23.06841729,0.011844713,1.537367556,26.81286807,22350378.8,1.3671875,507.7792028,2.792992676,0.059219364,0.250748275,1.010815254,1.763846321,1.356546932,0.002038802,532.1356917,2.49e-05,2.116666667,1.25,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
141.4390706,141.4390706,447.6799141,387.1428571,111.7785687,187.4378891,187.4321101,129,124,0.977272727,0.939393939,0.249684127,12494.44841,501.4285714,0.000305479,0.000511006,0.000816485,0.597799749,0.374139343,0.625860534,2.0,3.857097518,0.005718613,0.01076847,104.9220251,2.909429002,2.239482418,1.143564724,0.456714818,16300186.33,20817.25116,11466.30563,5770.002596,1402.617138,0.304976761,0.715258906,0.41359576,1.262845758,2.690588803,0.935229494,0.211405064,0.772319706,0.198929744,6.005235526,0.039587462,0.387327213,0.035707536,30.7732045,-0.024140721,0.045563059,-0.833918676,19.67983026,-82.07648052,84.16244793,74.97961977,0.835231388,0.13390458,27.43039182,12.71219224,387.2957189,19.69749068,-0.036521342,0.649198783,27.93006163,16295627.85,1.3671875,382.2888659,2.483810121,0.053122385,0.234344248,1.008839812,1.742273677,1.381071399,0.002075992,387.2957189,5.79e-05,2.233333333,1.2,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
140.9499635,140.9499635,445.3411514,390.7142857,98.94692687,176.0644647,176.0604278,133,128,1.0,0.962406015,0.222182313,9790.494338,474.2857143,0.000302554,0.000295904,0.000598458,1.022474187,0.505556112,0.494443721,2.0,3.057472612,0.004396424,0.011405087,99.8048694,2.321417473,1.724275839,1.175683108,0.493857339,18687646.88,3594.6526,2359.842466,659.0611794,359.3822487,0.231835859,0.715541033,0.40975716,1.228913736,2.694493653,0.943464653,0.149199899,0.779720512,0.198704321,6.168957391,0.034861746,0.360364342,0.018097882,43.85515124,-0.023368649,0.044310843,-1.550656118,20.99448009,-82.18221041,84.20831947,71.84653474,0.863768116,0.142947171,28.88832531,10.48770864,440.7681943,21.05166807,-0.084090715,-0.296660389,33.2129431,18613254.6,1.3671875,460.4460056,2.041359882,0.038874253,0.134030447,1.001444943,1.692080725,1.460147514,0.001963451,440.7681943,7.65e-05,2.25,1.166666667,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
140.2942562,140.2942562,446.5351812,400.7142857,94.45619673,182.2229874,182.219947,133,133,1.0,1.0,0.211531366,8921.9731,280.0,0.000130275,8.99e-05,0.000220215,1.448456241,0.591579387,0.408420159,2.0,1.791042706,0.004217067,0.015599097,98.12729004,2.304477897,1.587047686,1.122278712,0.473378609,19712429.03,4697.106967,2823.997809,682.2503455,384.7829212,0.220375683,0.713334966,0.407201645,1.224820402,2.576867364,0.94757315,0.142064238,0.788613182,0.196050459,6.270436611,0.033886338,0.358474018,0.018775571,42.58548953,-0.022478191,0.044281565,-1.049719129,21.62297879,-82.25129928,84.20831947,74.42986318,0.852877847,0.182179855,29.39023868,11.73399716,467.5532116,21.64844387,-0.078875935,-0.182490192,32.76864756,19683515.12,1.3671875,503.4305802,2.127510771,0.039719613,0.1383186,1.001833622,1.745670375,1.457141129,0.001960857,467.5532116,0.000100746,2.25,1.166666667,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
141.2503006,141.2503006,443.5927505,378.5714286,95.45963245,178.6594413,178.6531126,131,124,0.984962406,0.932330827,0.215196557,9112.541428,281.4285714,0.000249926,0.000272062,0.000521987,0.918635918,0.478796373,0.521203436,2.0,2.448516727,0.004370555,0.013292495,101.2106593,2.729522736,1.800143899,1.103679111,0.475972046,28157679.02,27002.78173,5446.664904,1686.936242,807.1813956,0.258103883,0.718526424,0.417611377,1.244465054,2.497443724,0.969854256,0.174874496,0.791352193,0.198074015,6.178078029,0.035183694,0.365823571,0.022200568,37.64351952,-0.022507225,0.044819471,-0.794413462,25.88548725,-82.25129928,84.30179879,77.47422972,0.822676056,0.16683654,33.51865568,14.30779821,670.0584503,25.89767447,-0.24280287,-0.374461058,37.47341914,28168960.81,1.3671875,703.6329001,2.163599619,0.046899715,0.158797671,1.005010698,1.792050653,1.426352142,0.002008785,670.0584503,5.86e-05,2.25,1.2,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
138.1121013,138.1121013,457.8241758,382.1428571,112.0581279,191.5799966,191.5799966,127,120,0.984496124,0.930232558,0.244762365,12557.02403,520.0,0.000561288,0.000438162,0.00099945,1.281007112,0.561597158,0.438402742,1.9375,3.969069498,0.005994671,0.009206579,95.58657549,2.356619686,1.853094603,1.197399541,0.43579936,44212041.47,17048.84646,6211.300491,2341.115166,968.9789984,0.26440257,0.728462356,0.419854513,1.252635835,2.653659301,0.972697687,0.179630974,0.793414806,0.202127847,6.056825176,0.033465165,0.371670242,0.020069155,39.66321889,-0.021814408,0.04395618,-0.479146661,32.38502489,-82.17612502,84.30179879,74.06027388,0.857287785,0.160200101,42.7645162,13.2720144,1048.789837,32.38856926,-0.221687074,-0.95019873,54.99618832,44058815.6,1.3671875,1130.685307,2.075325735,0.045239015,0.145983989,1.003903909,1.785985815,1.450837389,0.001932146,1048.789837,4.43e-05,2.183333333,1.166666667,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
136.3917619,136.3917619,463.6434109,442.8571429,111.7942662,197.8252698,197.8240983,128,128,1.0,1.0,0.241121223,12497.95796,518.5714286,0.000152765,6.49e-05,0.000217625,2.355288907,0.701963072,0.298036469,2.0,2.706672795,0.004361873,0.011897621,94.64497238,2.351249738,1.653103961,1.228317641,0.417162788,39083150.49,46015.38622,6504.959038,2973.759299,836.5466541,0.239548257,0.719045412,0.410570978,1.243212093,2.71410926,0.956962776,0.157612111,0.803158782,0.1981747,6.173187189,0.032497963,0.366155555,0.021619347,42.30800729,-0.021881974,0.043668714,-0.63183987,30.48945777,-82.17612502,83.99463641,69.85113227,0.89249467,0.137506479,40.31637212,13.13109929,929.6070353,30.49600395,-0.173467199,-0.869765764,50.12801894,39060262.79,0.68359375,1016.059118,1.992755037,0.037965332,0.156645993,1.002471809,1.821447849,1.45655661,0.001906957,929.6070353,4.64e-05,2.166666667,1.133333333,5,1,15.868986848528642,2.105416025440832,0.14083203332132724,0.5542857142857143,2.516490701822841,0.3071376065633826,-0.4476757931330533
